통계표,항목명1,단위,변환,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06
"4.2.2.1 신규취급액 기준","      일반신용대출 2)","연리% ","원자료","7.95","7.89","6.71","6.28","6.94","7.02","7.03","6.87","7.02","6.75","6.62","6.55","6.41","6.19","6.25","6.13","5.87","5.87","5.90","5.80","5.85","5.63","5.77","5.66","5.70","5.62","5.59","5.38","5.29","5.08","4.92","4.89","4.99","4.88","4.75","4.46","4.53","4.46","4.41","4.34","4.40","4.41","4.44","4.47","4.56","4.47","4.60","4.48","4.48","4.29","4.24","4.24","4.31","4.28","4.35","4.44","4.51","4.46","4.61","4.52","4.45","4.41","4.44","3.78","4.01","4.15","4.30","4.38","4.39","4.34","4.48","4.49","4.56","4.57","4.56","4.47","4.39","4.45","4.56","4.64","4.57","4.49","4.63","4.54","4.40","4.23","3.96","3.63","3.86","3.90","3.90","3.87","3.83","3.70","3.49","3.50","3.33","2.93","2.92","2.86","2.89","3.15","3.01","3.50","3.46","3.61","3.70","3.65","3.69","3.75"
   4.2.2.1 신규취급액 기준
통계담당 : 한국은행 경제통계국 금융통계팀(02-759-5266)
주 : * 최종월 수치는 잠정치
2) 2017.9월~2018.2월 일반신용대출과 집단대출 일부 항목 분류 조정

