통계표,항목명1,단위,변환,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05
"1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)","M2(말잔, 계절조정계열)","십억원 ","원자료","1,783,471.9","1,793,953.8","1,810,820.3","1,809,494.1","1,814,426.9","1,824,948.7","1,828,334.9","1,840,118.2","1,847,193.9","1,854,094.3","1,863,650.9","1,871,682.6","1,878,597.5","1,880,737.5","1,879,888.3","1,890,507.4","1,904,728.3","1,908,084.8","1,918,112.0","1,925,002.7","1,947,515.6","1,964,346.6","1,966,281.4","1,974,261.2","1,989,131.0","1,996,979.2","2,017,151.4","2,029,634.2","2,040,018.6","2,068,512.8","2,081,613.3","2,083,218.2","2,091,409.6","2,110,311.1","2,130,742.3","2,158,644.9","2,170,652.9","2,185,308.0","2,201,836.9","2,220,758.0","2,222,873.6","2,230,980.7","2,238,505.8","2,252,171.2","2,266,781.4","2,286,645.5","2,299,682.0","2,298,306.6","2,321,864.7","2,330,392.4","2,356,688.8","2,383,861.3","2,386,375.0","2,392,816.5","2,404,867.0","2,399,741.3","2,406,590.5","2,427,384.9","2,442,723.8","2,445,586.1","2,454,965.1","2,458,990.5","2,476,847.7","2,487,145.7","2,493,282.5","2,513,748.4","2,524,348.3","2,520,446.4","2,562,179.2","2,568,811.7","2,573,952.8","2,594,154.5","2,613,081.1","2,614,625.9","2,642,044.1","2,650,233.3","2,655,232.9","2,683,814.0","2,691,570.4","2,704,554.1","2,719,110.2","2,737,070.2","2,750,107.4","2,766,370.6","2,777,289.5","2,795,509.2","2,817,109.6","2,845,614.6","2,863,764.4","2,873,966.4","2,908,269.9","2,913,855.9","2,931,105.1","2,960,837.7","2,984,700.3","3,015,824.7","3,052,541.9","3,075,475.9","3,098,878.1","3,107,849.5","3,130,387.9","3,168,549.5","3,199,472.3","3,194,173.4","3,221,628.9","3,267,577.9","3,321,850.6","3,349,831.5","3,388,328.9"
   1.3.1.1 M2 상품별구성내역(말잔, 계절조정계열)
통계담당 : 한국은행 경제통계국 금융통계팀 (02-759-4310)
주 : 최종월은 잠정치
M2:2009.7월부터 독립적인 결제서비스를 제공하는 증권사의 CMA를 서비스 제공 시점에 따라 M2에 포함. 간접투자자산운용업법 시행(2004년 4월)에 따라 2004년 4월부터 수익증권 취급기관 및 상품 확대분 반영

