,base_rate,bank_rate,kospi,cpi,volume,m2,unsold,price
2014-09-23,2,5.29,2028.910034,99.608,12309,2040018.6,1,78.883
2014-09-24,2,5.29,2035.640015,99.608,12309,2040018.6,1,78.883
2014-09-25,2,5.29,2034.109985,99.608,12309,2040018.6,1,78.883
2014-09-26,2,5.29,2031.640015,99.608,12309,2040018.6,1,78.883
2014-09-29,2,5.29,2026.599976,99.608,12309,2040018.6,1,78.883
2014-09-30,2,5.29,2020.089966,99.608,12309,2040018.6,1,78.983
2014-10-01,2,5.08,1991.540039,99.308,15261,2068512.8,1,78.983
2014-10-02,2,5.08,1976.160034,99.308,15261,2068512.8,1,78.983
2014-10-06,2,5.08,1968.390015,99.308,15261,2068512.8,1,78.983
2014-10-07,2,5.08,1972.910034,99.308,15261,2068512.8,1,79.029
2014-10-08,2,5.08,1965.25,99.308,15261,2068512.8,1,79.029
2014-10-10,2,5.08,1940.920044,99.308,15261,2068512.8,1,79.029
2014-10-13,2,5.08,1927.209961,99.308,15261,2068512.8,1,79.029
2014-10-14,2,5.08,1929.25,99.308,15261,2068512.8,1,79.094
2014-10-15,2,5.08,1925.910034,99.308,15261,2068512.8,1,79.094
2014-10-16,2,5.08,1918.829956,99.308,15261,2068512.8,1,79.094
2014-10-17,2,5.08,1900.660034,99.308,15261,2068512.8,1,79.094
2014-10-20,2,5.08,1930.060059,99.308,15261,2068512.8,1,79.094
2014-10-21,2,5.08,1915.280029,99.308,15261,2068512.8,1,79.134
2014-10-22,2,5.08,1936.969971,99.308,15261,2068512.8,1,79.134
2014-10-23,2,5.08,1931.650024,99.308,15261,2068512.8,1,79.134
2014-10-24,2,5.08,1925.689941,99.308,15261,2068512.8,1,79.134
2014-10-27,2,5.08,1931.969971,99.308,15261,2068512.8,1,79.134
2014-10-28,2,5.08,1925.680054,99.308,15261,2068512.8,1,79.168
2014-10-29,2,5.08,1961.170044,99.308,15261,2068512.8,1,79.168
2014-10-30,2,5.08,1958.930054,99.308,15261,2068512.8,1,79.168
2014-10-31,2,5.08,1964.430054,99.308,15261,2068512.8,1,79.168
2014-11-03,2,4.92,1952.969971,99.108,11437,2081613.3,1,79.168
2014-11-04,2,4.92,1935.189941,99.108,11437,2081613.3,1,79.205
2014-11-05,2,4.92,1931.430054,99.108,11437,2081613.3,1,79.205
2014-11-06,2,4.92,1936.47998,99.108,11437,2081613.3,1,79.205
2014-11-07,2,4.92,1939.869995,99.108,11437,2081613.3,1,79.205
2014-11-10,2,4.92,1958.22998,99.108,11437,2081613.3,1,79.205
2014-11-11,2,4.92,1963,99.108,11437,2081613.3,1,79.243
2014-11-12,2,4.92,1967.27002,99.108,11437,2081613.3,1,79.243
2014-11-13,2,4.92,1960.51001,99.108,11437,2081613.3,1,79.243
2014-11-14,2,4.92,1945.140015,99.108,11437,2081613.3,1,79.243
2014-11-17,2,4.92,1943.630005,99.108,11437,2081613.3,1,79.243
2014-11-18,2,4.92,1967.01001,99.108,11437,2081613.3,1,79.272
2014-11-19,2,4.92,1966.869995,99.108,11437,2081613.3,1,79.272
2014-11-20,2,4.92,1958.040039,99.108,11437,2081613.3,1,79.272
2014-11-21,2,4.92,1964.839966,99.108,11437,2081613.3,1,79.272
2014-11-24,2,4.92,1978.540039,99.108,11437,2081613.3,1,79.272
2014-11-25,2,4.92,1980.209961,99.108,11437,2081613.3,1,79.288
2014-11-26,2,4.92,1980.839966,99.108,11437,2081613.3,1,79.288
2014-11-27,2,4.92,1982.089966,99.108,11437,2081613.3,1,79.288
2014-11-28,2,4.92,1980.780029,99.108,11437,2081613.3,1,79.288
2014-12-01,2,4.89,1965.219971,99.098,9474,2083218.2,1,79.288
2014-12-02,2,4.89,1965.829956,99.098,9474,2083218.2,1,79.302
2014-12-03,2,4.89,1969.910034,99.098,9474,2083218.2,1,79.302
2014-12-04,2,4.89,1986.609985,99.098,9474,2083218.2,1,79.302
2014-12-05,2,4.89,1986.619995,99.098,9474,2083218.2,1,79.302
2014-12-08,2,4.89,1978.949951,99.098,9474,2083218.2,1,79.302
2014-12-09,2,4.89,1970.949951,99.098,9474,2083218.2,1,79.317
2014-12-10,2,4.89,1945.560059,99.098,9474,2083218.2,1,79.317
2014-12-11,2,4.89,1916.589966,99.098,9474,2083218.2,1,79.317
2014-12-12,2,4.89,1921.709961,99.098,9474,2083218.2,1,79.317
2014-12-15,2,4.89,1920.359985,99.098,9474,2083218.2,1,79.317
2014-12-16,2,4.89,1904.130005,99.098,9474,2083218.2,1,79.326
2014-12-17,2,4.89,1900.160034,99.098,9474,2083218.2,1,79.326
2014-12-18,2,4.89,1897.5,99.098,9474,2083218.2,1,79.326
2014-12-19,2,4.89,1929.97998,99.098,9474,2083218.2,1,79.326
2014-12-22,2,4.89,1943.119995,99.098,9474,2083218.2,1,79.326
2014-12-23,2,4.89,1939.02002,99.098,9474,2083218.2,1,79.348
2014-12-24,2,4.89,1946.609985,99.098,9474,2083218.2,1,79.348
2014-12-26,2,4.89,1948.160034,99.098,9474,2083218.2,1,79.348
2014-12-29,2,4.89,1927.859985,99.098,9474,2083218.2,1,79.348
2014-12-30,2,4.89,1915.589966,99.098,9474,2083218.2,1,79.37
2015-01-02,2,4.99,1926.439941,99.77,8227,2091409.6,1,79.37
2015-01-05,2,4.99,1915.75,99.77,8227,2091409.6,1,79.37
2015-01-06,2,4.99,1882.449951,99.77,8227,2091409.6,1,79.379
2015-01-07,2,4.99,1883.829956,99.77,8227,2091409.6,1,79.379
2015-01-08,2,4.99,1904.650024,99.77,8227,2091409.6,1,79.379
2015-01-09,2,4.99,1924.699951,99.77,8227,2091409.6,1,79.379
2015-01-12,2,4.99,1920.949951,99.77,8227,2091409.6,1,79.379
2015-01-13,2,4.99,1917.140015,99.77,8227,2091409.6,1,79.435
2015-01-14,2,4.99,1913.660034,99.77,8227,2091409.6,1,79.435
2015-01-15,2,4.99,1914.140015,99.77,8227,2091409.6,1,79.435
2015-01-16,2,4.99,1888.130005,99.77,8227,2091409.6,1,79.435
2015-01-19,2,4.99,1902.619995,99.77,8227,2091409.6,1,79.435
2015-01-20,2,4.99,1918.310059,99.77,8227,2091409.6,1,79.481
2015-01-21,2,4.99,1921.22998,99.77,8227,2091409.6,1,79.481
2015-01-22,2,4.99,1920.819946,99.77,8227,2091409.6,1,79.481
2015-01-23,2,4.99,1936.089966,99.77,8227,2091409.6,1,79.481
2015-01-26,2,4.99,1935.680054,99.77,8227,2091409.6,1,79.481
2015-01-27,2,4.99,1952.400024,99.77,8227,2091409.6,1,79.481
2015-01-28,2,4.99,1961.579956,99.77,8227,2091409.6,1,79.534
2015-01-29,2,4.99,1951.02002,99.77,8227,2091409.6,1,79.534
2015-01-30,2,4.99,1949.26001,99.77,8227,2091409.6,1,79.534
2015-02-02,2,4.88,1952.680054,99.71,10085,2110311.1,1,79.534
2015-02-03,2,4.88,1951.959961,99.71,10085,2110311.1,1,79.64
2015-02-04,2,4.88,1962.790039,99.71,10085,2110311.1,1,79.64
2015-02-05,2,4.88,1952.839966,99.71,10085,2110311.1,1,79.64
2015-02-06,2,4.88,1955.52002,99.71,10085,2110311.1,1,79.64
2015-02-09,2,4.88,1947,99.71,10085,2110311.1,1,79.64
2015-02-10,2,4.88,1935.859985,99.71,10085,2110311.1,1,79.745
2015-02-11,2,4.88,1945.699951,99.71,10085,2110311.1,1,79.745
2015-02-12,2,4.88,1941.630005,99.71,10085,2110311.1,1,79.745
2015-02-13,2,4.88,1957.5,99.71,10085,2110311.1,1,79.745
2015-02-16,2,4.88,1958.22998,99.71,10085,2110311.1,1,79.745
2015-02-17,2,4.88,1961.449951,99.71,10085,2110311.1,1,79.817
2015-02-23,2,4.88,1968.390015,99.71,10085,2110311.1,1,79.817
2015-02-24,2,4.88,1976.119995,99.71,10085,2110311.1,1,79.915
2015-02-25,2,4.88,1990.469971,99.71,10085,2110311.1,1,79.915
2015-02-26,2,4.88,1993.079956,99.71,10085,2110311.1,1,79.915
2015-02-27,2,4.88,1985.800049,99.71,10085,2110311.1,1,79.915
2015-03-02,2,4.75,1996.810059,99.72,15689,2130742.3,1,79.915
2015-03-03,2,4.75,2001.380005,99.72,15689,2130742.3,1,80.045
2015-03-04,2,4.75,1998.290039,99.72,15689,2130742.3,1,80.045
2015-03-05,2,4.75,1998.380005,99.72,15689,2130742.3,1,80.045
2015-03-06,2,4.75,2012.939941,99.72,15689,2130742.3,1,80.045
2015-03-09,2,4.75,1992.819946,99.72,15689,2130742.3,1,80.045
2015-03-10,2,4.75,1984.77002,99.72,15689,2130742.3,1,80.156
2015-03-11,2,4.75,1980.829956,99.72,15689,2130742.3,1,80.156
2015-03-12,1.75,4.75,1970.589966,99.72,15689,2130742.3,1,80.156
2015-03-13,1.75,4.75,1985.790039,99.72,15689,2130742.3,1,80.156
2015-03-16,1.75,4.75,1987.329956,99.72,15689,2130742.3,1,80.156
2015-03-17,1.75,4.75,2029.910034,99.72,15689,2130742.3,1,80.3
2015-03-18,1.75,4.75,2028.449951,99.72,15689,2130742.3,1,80.3
2015-03-19,1.75,4.75,2037.890015,99.72,15689,2130742.3,1,80.3
2015-03-20,1.75,4.75,2037.23999,99.72,15689,2130742.3,1,80.3
2015-03-23,1.75,4.75,2036.589966,99.72,15689,2130742.3,1,80.3
2015-03-24,1.75,4.75,2041.369995,99.72,15689,2130742.3,1,80.439
2015-03-25,1.75,4.75,2042.810059,99.72,15689,2130742.3,1,80.439
2015-03-26,1.75,4.75,2022.560059,99.72,15689,2130742.3,1,80.439
2015-03-27,1.75,4.75,2019.800049,99.72,15689,2130742.3,1,80.439
2015-03-30,1.75,4.75,2030.040039,99.72,15689,2130742.3,1,80.439
2015-03-31,1.75,4.75,2041.030029,99.72,15689,2130742.3,1,80.54
2015-04-01,1.75,4.46,2028.449951,99.75,16107,2158644.9,1,80.54
2015-04-02,1.75,4.46,2029.069946,99.75,16107,2158644.9,1,80.54
2015-04-03,1.75,4.46,2045.420044,99.75,16107,2158644.9,1,80.54
2015-04-06,1.75,4.46,2046.430054,99.75,16107,2158644.9,1,80.54
2015-04-07,1.75,4.46,2047.030029,99.75,16107,2158644.9,1,80.659
2015-04-08,1.75,4.46,2059.26001,99.75,16107,2158644.9,1,80.659
2015-04-09,1.75,4.46,2058.870117,99.75,16107,2158644.9,1,80.659
2015-04-10,1.75,4.46,2087.76001,99.75,16107,2158644.9,1,80.659
2015-04-13,1.75,4.46,2098.919922,99.75,16107,2158644.9,1,80.659
2015-04-14,1.75,4.46,2111.719971,99.75,16107,2158644.9,1,80.738
2015-04-15,1.75,4.46,2119.959961,99.75,16107,2158644.9,1,80.738
2015-04-16,1.75,4.46,2139.899902,99.75,16107,2158644.9,1,80.738
2015-04-17,1.75,4.46,2143.5,99.75,16107,2158644.9,1,80.738
2015-04-20,1.75,4.46,2146.709961,99.75,16107,2158644.9,1,80.738
2015-04-21,1.75,4.46,2144.790039,99.75,16107,2158644.9,1,80.829
2015-04-22,1.75,4.46,2143.889893,99.75,16107,2158644.9,1,80.829
2015-04-23,1.75,4.46,2173.409912,99.75,16107,2158644.9,1,80.829
2015-04-24,1.75,4.46,2159.800049,99.75,16107,2158644.9,1,80.829
2015-04-27,1.75,4.46,2157.540039,99.75,16107,2158644.9,1,80.829
2015-04-28,1.75,4.46,2147.669922,99.75,16107,2158644.9,1,80.929
2015-04-29,1.75,4.46,2142.629883,99.75,16107,2158644.9,1,80.929
2015-04-30,1.75,4.46,2127.169922,99.75,16107,2158644.9,1,80.929
2015-05-04,1.75,4.53,2132.22998,100.03,15673,2170652.9,1,80.929
2015-05-06,1.75,4.53,2104.580078,100.03,15673,2170652.9,1,81.029
2015-05-07,1.75,4.53,2091,100.03,15673,2170652.9,1,81.029
2015-05-08,1.75,4.53,2085.52002,100.03,15673,2170652.9,1,81.029
2015-05-11,1.75,4.53,2097.379883,100.03,15673,2170652.9,1,81.029
2015-05-12,1.75,4.53,2096.77002,100.03,15673,2170652.9,1,81.144
2015-05-13,1.75,4.53,2114.159912,100.03,15673,2170652.9,1,81.144
2015-05-14,1.75,4.53,2120.330078,100.03,15673,2170652.9,1,81.144
2015-05-15,1.75,4.53,2106.5,100.03,15673,2170652.9,1,81.144
2015-05-18,1.75,4.53,2113.719971,100.03,15673,2170652.9,1,81.144
2015-05-19,1.75,4.53,2120.850098,100.03,15673,2170652.9,1,81.248
2015-05-20,1.75,4.53,2139.540039,100.03,15673,2170652.9,1,81.248
2015-05-21,1.75,4.53,2122.810059,100.03,15673,2170652.9,1,81.248
2015-05-22,1.75,4.53,2146.100098,100.03,15673,2170652.9,1,81.248
2015-05-26,1.75,4.53,2143.5,100.03,15673,2170652.9,1,81.348
2015-05-27,1.75,4.53,2107.5,100.03,15673,2170652.9,1,81.348
2015-05-28,1.75,4.53,2110.889893,100.03,15673,2170652.9,1,81.348
2015-05-29,1.75,4.53,2114.800049,100.03,15673,2170652.9,1,81.348
2015-06-01,1.75,4.46,2102.370117,100.05,14497,2185308,1,81.348
2015-06-02,1.75,4.46,2078.639893,100.05,14497,2185308,1,81.451
2015-06-03,1.75,4.46,2063.159912,100.05,14497,2185308,1,81.451
2015-06-04,1.75,4.46,2072.860107,100.05,14497,2185308,1,81.451
2015-06-05,1.75,4.46,2068.100098,100.05,14497,2185308,1,81.451
2015-06-08,1.75,4.46,2065.189941,100.05,14497,2185308,1,81.451
2015-06-09,1.75,4.46,2064.030029,100.05,14497,2185308,1,81.55
2015-06-10,1.75,4.46,2051.320068,100.05,14497,2185308,1,81.55
2015-06-11,1.5,4.46,2056.610107,100.05,14497,2185308,1,81.55
2015-06-12,1.5,4.46,2052.169922,100.05,14497,2185308,1,81.55
2015-06-15,1.5,4.46,2042.319946,100.05,14497,2185308,1,81.55
2015-06-16,1.5,4.46,2028.719971,100.05,14497,2185308,1,81.677
2015-06-17,1.5,4.46,2034.859985,100.05,14497,2185308,1,81.677
2015-06-18,1.5,4.46,2041.880005,100.05,14497,2185308,1,81.677
2015-06-19,1.5,4.46,2046.959961,100.05,14497,2185308,1,81.677
2015-06-22,1.5,4.46,2055.159912,100.05,14497,2185308,1,81.677
2015-06-23,1.5,4.46,2081.199951,100.05,14497,2185308,1,81.794
2015-06-24,1.5,4.46,2085.530029,100.05,14497,2185308,1,81.794
2015-06-25,1.5,4.46,2085.060059,100.05,14497,2185308,1,81.794
2015-06-26,1.5,4.46,2090.26001,100.05,14497,2185308,1,81.794
2015-06-29,1.5,4.46,2060.48999,100.05,14497,2185308,1,81.794
2015-06-30,1.5,4.46,2074.199951,100.05,14497,2185308,1,81.887
2015-07-01,1.5,4.41,2097.889893,100.23,15332,2201836.9,1,81.887
2015-07-02,1.5,4.41,2107.330078,100.23,15332,2201836.9,1,81.887
2015-07-03,1.5,4.41,2104.409912,100.23,15332,2201836.9,1,81.887
2015-07-06,1.5,4.41,2053.929932,100.23,15332,2201836.9,1,81.887
2015-07-07,1.5,4.41,2040.290039,100.23,15332,2201836.9,1,81.996
2015-07-08,1.5,4.41,2016.209961,100.23,15332,2201836.9,1,81.996
2015-07-09,1.5,4.41,2027.810059,100.23,15332,2201836.9,1,81.996
2015-07-10,1.5,4.41,2031.170044,100.23,15332,2201836.9,1,81.996
2015-07-13,1.5,4.41,2061.52002,100.23,15332,2201836.9,1,81.996
2015-07-14,1.5,4.41,2059.22998,100.23,15332,2201836.9,1,82.177
2015-07-15,1.5,4.41,2072.909912,100.23,15332,2201836.9,1,82.177
2015-07-16,1.5,4.41,2087.889893,100.23,15332,2201836.9,1,82.177
2015-07-17,1.5,4.41,2076.790039,100.23,15332,2201836.9,1,82.177
2015-07-20,1.5,4.41,2073.310059,100.23,15332,2201836.9,1,82.177
2015-07-21,1.5,4.41,2083.620117,100.23,15332,2201836.9,1,82.293
2015-07-22,1.5,4.41,2064.72998,100.23,15332,2201836.9,1,82.293
2015-07-23,1.5,4.41,2065.070068,100.23,15332,2201836.9,1,82.293
2015-07-24,1.5,4.41,2045.959961,100.23,15332,2201836.9,1,82.293
2015-07-27,1.5,4.41,2038.810059,100.23,15332,2201836.9,1,82.293
2015-07-28,1.5,4.41,2039.099976,100.23,15332,2201836.9,1,82.435
2015-07-29,1.5,4.41,2037.619995,100.23,15332,2201836.9,1,82.435
2015-07-30,1.5,4.41,2019.030029,100.23,15332,2201836.9,1,82.435
2015-07-31,1.5,4.41,2030.160034,100.23,15332,2201836.9,1,82.435
2015-08-03,1.5,4.34,2008.48999,100.37,12605,2220758,6,82.435
2015-08-04,1.5,4.34,2027.98999,100.37,12605,2220758,6,82.562
2015-08-05,1.5,4.34,2029.76001,100.37,12605,2220758,6,82.562
2015-08-06,1.5,4.34,2013.290039,100.37,12605,2220758,6,82.562
2015-08-07,1.5,4.34,2010.22998,100.37,12605,2220758,6,82.562
2015-08-10,1.5,4.34,2003.170044,100.37,12605,2220758,6,82.562
2015-08-11,1.5,4.34,1986.650024,100.37,12605,2220758,6,82.681
2015-08-12,1.5,4.34,1975.469971,100.37,12605,2220758,6,82.681
2015-08-13,1.5,4.34,1983.459961,100.37,12605,2220758,6,82.681
2015-08-14,1.5,4.34,1983.459961,100.37,12605,2220758,6,82.681
2015-08-17,1.5,4.34,1968.52002,100.37,12605,2220758,6,82.681
2015-08-18,1.5,4.34,1956.26001,100.37,12605,2220758,6,82.868
2015-08-19,1.5,4.34,1939.380005,100.37,12605,2220758,6,82.868
2015-08-20,1.5,4.34,1914.550049,100.37,12605,2220758,6,82.868
2015-08-21,1.5,4.34,1876.069946,100.37,12605,2220758,6,82.868
2015-08-24,1.5,4.34,1829.810059,100.37,12605,2220758,6,82.868
2015-08-25,1.5,4.34,1846.630005,100.37,12605,2220758,6,83.009
2015-08-26,1.5,4.34,1894.089966,100.37,12605,2220758,6,83.009
2015-08-27,1.5,4.34,1908,100.37,12605,2220758,6,83.009
2015-08-28,1.5,4.34,1937.670044,100.37,12605,2220758,6,83.009
2015-08-31,1.5,4.34,1941.48999,100.37,12605,2220758,6,83.009
2015-09-01,1.5,4.4,1914.22998,100.11,10928,2222873.6,6,83.149
2015-09-02,1.5,4.4,1915.219971,100.11,10928,2222873.6,6,83.149
2015-09-03,1.5,4.4,1915.530029,100.11,10928,2222873.6,6,83.149
2015-09-04,1.5,4.4,1886.040039,100.11,10928,2222873.6,6,83.149
2015-09-07,1.5,4.4,1883.219971,100.11,10928,2222873.6,6,83.149
2015-09-08,1.5,4.4,1878.680054,100.11,10928,2222873.6,6,83.299
2015-09-09,1.5,4.4,1934.199951,100.11,10928,2222873.6,6,83.299
2015-09-10,1.5,4.4,1962.109985,100.11,10928,2222873.6,6,83.299
2015-09-11,1.5,4.4,1941.369995,100.11,10928,2222873.6,6,83.299
2015-09-14,1.5,4.4,1931.459961,100.11,10928,2222873.6,6,83.299
2015-09-15,1.5,4.4,1937.560059,100.11,10928,2222873.6,6,83.48
2015-09-16,1.5,4.4,1975.449951,100.11,10928,2222873.6,6,83.48
2015-09-17,1.5,4.4,1976.48999,100.11,10928,2222873.6,6,83.48
2015-09-18,1.5,4.4,1995.949951,100.11,10928,2222873.6,6,83.48
2015-09-21,1.5,4.4,1964.680054,100.11,10928,2222873.6,6,83.48
2015-09-22,1.5,4.4,1982.060059,100.11,10928,2222873.6,6,83.656
2015-09-23,1.5,4.4,1944.640015,100.11,10928,2222873.6,6,83.656
2015-09-24,1.5,4.4,1947.099976,100.11,10928,2222873.6,6,83.656
2015-09-25,1.5,4.4,1942.849976,100.11,10928,2222873.6,6,83.656
2015-09-30,1.5,4.4,1962.810059,100.11,10928,2222873.6,6,83.822
2015-10-01,1.5,4.41,1979.319946,100.11,13701,2230980.7,5,83.822
2015-10-02,1.5,4.41,1969.680054,100.11,13701,2230980.7,5,83.822
2015-10-05,1.5,4.41,1978.25,100.11,13701,2230980.7,5,83.822
2015-10-06,1.5,4.41,1990.650024,100.11,13701,2230980.7,5,84
2015-10-07,1.5,4.41,2005.839966,100.11,13701,2230980.7,5,84
2015-10-08,1.5,4.41,2019.530029,100.11,13701,2230980.7,5,84
2015-10-12,1.5,4.41,2021.630005,100.11,13701,2230980.7,5,84
2015-10-13,1.5,4.41,2019.050049,100.11,13701,2230980.7,5,84.192
2015-10-14,1.5,4.41,2009.550049,100.11,13701,2230980.7,5,84.192
2015-10-15,1.5,4.41,2033.27002,100.11,13701,2230980.7,5,84.192
2015-10-16,1.5,4.41,2030.26001,100.11,13701,2230980.7,5,84.192
2015-10-19,1.5,4.41,2030.27002,100.11,13701,2230980.7,5,84.192
2015-10-20,1.5,4.41,2039.359985,100.11,13701,2230980.7,5,84.348
2015-10-21,1.5,4.41,2042.97998,100.11,13701,2230980.7,5,84.348
2015-10-22,1.5,4.41,2023,100.11,13701,2230980.7,5,84.348
2015-10-23,1.5,4.41,2040.400024,100.11,13701,2230980.7,5,84.348
2015-10-26,1.5,4.41,2048.080078,100.11,13701,2230980.7,5,84.348
2015-10-27,1.5,4.41,2044.650024,100.11,13701,2230980.7,5,84.515
2015-10-28,1.5,4.41,2042.51001,100.11,13701,2230980.7,5,84.515
2015-10-29,1.5,4.41,2034.160034,100.11,13701,2230980.7,5,84.515
2015-10-30,1.5,4.41,2029.469971,100.11,13701,2230980.7,5,84.515
2015-11-02,1.5,4.44,2035.23999,99.92,12691,2238505.8,5,84.515
2015-11-03,1.5,4.44,2048.399902,99.92,12691,2238505.8,5,84.645
2015-11-04,1.5,4.44,2052.77002,99.92,12691,2238505.8,5,84.645
2015-11-05,1.5,4.44,2049.409912,99.92,12691,2238505.8,5,84.645
2015-11-06,1.5,4.44,2041.069946,99.92,12691,2238505.8,5,84.645
2015-11-09,1.5,4.44,2025.699951,99.92,12691,2238505.8,5,84.645
2015-11-10,1.5,4.44,1996.589966,99.92,12691,2238505.8,5,84.753
2015-11-11,1.5,4.44,1997.27002,99.92,12691,2238505.8,5,84.753
2015-11-12,1.5,4.44,1993.359985,99.92,12691,2238505.8,5,84.753
2015-11-13,1.5,4.44,1973.290039,99.92,12691,2238505.8,5,84.753
2015-11-16,1.5,4.44,1943.02002,99.92,12691,2238505.8,5,84.753
2015-11-17,1.5,4.44,1963.579956,99.92,12691,2238505.8,5,84.852
2015-11-18,1.5,4.44,1962.880005,99.92,12691,2238505.8,5,84.852
2015-11-19,1.5,4.44,1988.910034,99.92,12691,2238505.8,5,84.852
2015-11-20,1.5,4.44,1989.859985,99.92,12691,2238505.8,5,84.852
2015-11-23,1.5,4.44,2003.699951,99.92,12691,2238505.8,5,84.852
2015-11-24,1.5,4.44,2016.290039,99.92,12691,2238505.8,5,84.918
2015-11-25,1.5,4.44,2009.420044,99.92,12691,2238505.8,5,84.918
2015-11-26,1.5,4.44,2030.680054,99.92,12691,2238505.8,5,84.918
2015-11-27,1.5,4.44,2028.98999,99.92,12691,2238505.8,5,84.918
2015-11-30,1.5,4.44,1991.969971,99.92,12691,2238505.8,5,84.918
2015-12-01,1.5,4.47,2023.930054,100.22,10802,2252171.2,5,84.984
2015-12-02,1.5,4.47,2009.290039,100.22,10802,2252171.2,5,84.984
2015-12-03,1.5,4.47,1994.069946,100.22,10802,2252171.2,5,84.984
2015-12-04,1.5,4.47,1974.400024,100.22,10802,2252171.2,5,84.984
2015-12-07,1.5,4.47,1963.670044,100.22,10802,2252171.2,5,84.984
2015-12-08,1.5,4.47,1949.040039,100.22,10802,2252171.2,5,85.029
2015-12-09,1.5,4.47,1948.23999,100.22,10802,2252171.2,5,85.029
2015-12-10,1.5,4.47,1952.069946,100.22,10802,2252171.2,5,85.029
2015-12-11,1.5,4.47,1948.619995,100.22,10802,2252171.2,5,85.029
2015-12-14,1.5,4.47,1927.819946,100.22,10802,2252171.2,5,85.029
2015-12-15,1.5,4.47,1932.969971,100.22,10802,2252171.2,5,85.051
2015-12-16,1.5,4.47,1969.400024,100.22,10802,2252171.2,5,85.051
2015-12-17,1.5,4.47,1977.959961,100.22,10802,2252171.2,5,85.051
2015-12-18,1.5,4.47,1975.319946,100.22,10802,2252171.2,5,85.051
2015-12-21,1.5,4.47,1981.189941,100.22,10802,2252171.2,5,85.051
2015-12-22,1.5,4.47,1992.560059,100.22,10802,2252171.2,5,85.055
2015-12-23,1.5,4.47,1999.219971,100.22,10802,2252171.2,5,85.055
2015-12-24,1.5,4.47,1990.650024,100.22,10802,2252171.2,5,85.055
2015-12-28,1.5,4.47,1964.060059,100.22,10802,2252171.2,5,85.055
2015-12-29,1.5,4.47,1966.310059,100.22,10802,2252171.2,5,85.055
2015-12-30,1.5,4.47,1961.310059,100.22,10802,2252171.2,5,85.055
2016-01-04,1.5,4.56,1918.76001,100.39,7589,2266781.4,5,85.055
2016-01-05,1.5,4.56,1930.530029,100.39,7589,2266781.4,5,85.069
2016-01-06,1.5,4.56,1925.430054,100.39,7589,2266781.4,5,85.069
2016-01-07,1.5,4.56,1904.329956,100.39,7589,2266781.4,5,85.069
2016-01-08,1.5,4.56,1917.619995,100.39,7589,2266781.4,5,85.069
2016-01-11,1.5,4.56,1894.839966,100.39,7589,2266781.4,5,85.069
2016-01-12,1.5,4.56,1890.859985,100.39,7589,2266781.4,5,85.084
2016-01-13,1.5,4.56,1916.280029,100.39,7589,2266781.4,5,85.084
2016-01-14,1.5,4.56,1900.01001,100.39,7589,2266781.4,5,85.084
2016-01-15,1.5,4.56,1878.869995,100.39,7589,2266781.4,5,85.084
2016-01-18,1.5,4.56,1878.449951,100.39,7589,2266781.4,5,85.084
2016-01-19,1.5,4.56,1889.640015,100.39,7589,2266781.4,5,85.091
2016-01-20,1.5,4.56,1845.449951,100.39,7589,2266781.4,5,85.091
2016-01-21,1.5,4.56,1840.530029,100.39,7589,2266781.4,5,85.091
2016-01-22,1.5,4.56,1879.430054,100.39,7589,2266781.4,5,85.091
2016-01-25,1.5,4.56,1893.430054,100.39,7589,2266781.4,5,85.091
2016-01-26,1.5,4.56,1871.689941,100.39,7589,2266781.4,5,85.105
2016-01-27,1.5,4.56,1897.869995,100.39,7589,2266781.4,5,85.105
2016-01-28,1.5,4.56,1906.939941,100.39,7589,2266781.4,5,85.105
2016-01-29,1.5,4.56,1912.060059,100.39,7589,2266781.4,5,85.105
2016-02-01,1.5,4.47,1924.819946,100.82,7520,2286645.5,5,85.105
2016-02-02,1.5,4.47,1906.599976,100.82,7520,2286645.5,5,85.117
2016-02-03,1.5,4.47,1890.670044,100.82,7520,2286645.5,5,85.117
2016-02-04,1.5,4.47,1916.26001,100.82,7520,2286645.5,5,85.117
2016-02-05,1.5,4.47,1917.790039,100.82,7520,2286645.5,5,85.117
2016-02-11,1.5,4.47,1861.540039,100.82,7520,2286645.5,5,85.127
2016-02-12,1.5,4.47,1835.280029,100.82,7520,2286645.5,5,85.127
2016-02-15,1.5,4.47,1862.199951,100.82,7520,2286645.5,5,85.127
2016-02-16,1.5,4.47,1888.300049,100.82,7520,2286645.5,5,85.136
2016-02-17,1.5,4.47,1883.939941,100.82,7520,2286645.5,5,85.136
2016-02-18,1.5,4.47,1908.839966,100.82,7520,2286645.5,5,85.136
2016-02-19,1.5,4.47,1916.23999,100.82,7520,2286645.5,5,85.136
2016-02-22,1.5,4.47,1916.359985,100.82,7520,2286645.5,5,85.136
2016-02-23,1.5,4.47,1914.219971,100.82,7520,2286645.5,5,85.145
2016-02-24,1.5,4.47,1912.530029,100.82,7520,2286645.5,5,85.145
2016-02-25,1.5,4.47,1918.569946,100.82,7520,2286645.5,5,85.145
2016-02-26,1.5,4.47,1920.160034,100.82,7520,2286645.5,5,85.145
2016-02-29,1.5,4.47,1916.660034,100.82,7520,2286645.5,5,85.145
2016-03-02,1.5,4.6,1947.420044,100.56,10472,2299682,5,85.156
2016-03-03,1.5,4.6,1958.170044,100.56,10472,2299682,5,85.156
2016-03-04,1.5,4.6,1955.630005,100.56,10472,2299682,5,85.156
